video_path,model_response,label
Date01_Sub01_yogaball_play_0_color_02.mp4,"The video shows a young man dressed in athletic clothing, including a black shirt and gray sweatpants, lifting a large red exercise ball. He lifts the ball from the ground and throws it across the room with great force. The video focuses on his strength and athleticism as he performs this exercise.",
Date01_Sub01_yogaball_0_color_03.mp4,"The video shows a man wearing black clothes and gloves standing on a large pink ball. He is moving his hips back and forth, maintaining balance on the ball. The scene takes place in an indoor gym with white walls, where other people are present in the background. The man appears to be engaged in some sort of exercise or training activity.",
Date01_Sub01_yogamat_hand_0_color_01.mp4,"The video begins with a man standing next to a large punching bag. He then proceeds to punch the bag repeatedly, showcasing his strength and skill. The sound of each punch is clearly audible, highlighting the force behind each strike. The man's technique is fluid and controlled, suggesting that he is an experienced martial artist or boxer. The punching bag swings back and forth in response to the impact of each punch, emphasizing the power behind the strikes. Overall, the video showcases the man's impressive punching abilities and technique.",
Date01_Sub01_yogaball_play_0_color_03.mp4,"A man is standing in a gym, holding a large pink exercise ball. He throws the ball across the room and catches it as it bounces back.",
Date01_Sub01_toolbox_0_color_03.mp4,A man is standing in a large open room. He jumps up and down while moving his arms back and forth.,
Date01_Sub01_toolbox_0_color_01.mp4,The video shows a man walking down a hallway carrying a box. He then proceeds to bend down and drop the box on the ground.,
Date01_Sub01_toolbox_0_color_02.mp4,"A man in a black shirt and grey pants is performing various exercises with a pair of dumbbells. He starts by bending down to lift the weights, then proceeds to do squats while holding the dumbbells. After
|",
Date01_Sub01_backpack_back0_3.mp4,"The video shows a man walking into a building, carrying a backpack and a bag. He enters through a door, passing by a tripod and a fire extinguisher on the right side. The corridor has a white floor and ceiling, with black metal columns and railings on both sides. There are glass windows on the left wall, allowing natural light to illuminate the space. The man walks with purpose, his head slightly bowed, suggesting he is focused on his destination.",
Date01_Sub01_backpack_back0_6.mp4,A man is seen walking across a room and then bending down to pick up a backpack.,
Date01_Sub01_backpack_back0_5.mp4,The video shows a man walking into a room carrying a backpack. He begins to dance and spin around in the middle of the room.,
Date01_Sub01_backpack_back0_1.mp4,"A man wearing a black shirt and a face mask is standing in an indoor gym. He bends down to pick up a bag from the floor, then stands up and walks away while carrying the bag.",
Date01_Sub01_backpack_back0_4.mp4,A man wearing a mask bends over and picks up an object from the ground.,
Date01_Sub01_backpack_back0_7.mp4,A man wearing a black shirt is walking down a hallway. He turns around and walks back the way he came.,
Date01_Sub01_backpack_back0_2.mp4,"The video begins with a man wearing a black shirt, gray pants, gloves, and a black mask standing in an open hallway. He is holding a black bag in his hand and appears to be waiting for something or someone. The camera captures him from various angles as he stands still. After throwing a ball, the man suddenly throws it off into the distance, showcasing his strength and accuracy. The camera follows the trajectory of the ball, capturing its flight path until it lands. Overall, the video portrays a brief moment of action and skill within a seemingly mundane setting.",
Date01_Sub01_plasticcontainer_0_color_03.mp4,A man wearing a mask is walking down a hallway while pulling a suitcase. He stops and bends over to set the suitcase on the ground.,
Date01_Sub01_plasticcontainer_0_color_01.mp4,"A man wearing a black shirt, gray pants, and a face mask walks into the frame from the left side. He is holding a red suitcase in his right hand. He stops walking and looks to his left.",
Date01_Sub01_plasticcontainer_0_color_02.mp4,"A man wearing a face mask is walking in a hallway while carrying a red bag. He stops and looks around, then continues walking.",
Date01_Sub01_plasticcontainer_0_color_06.mp4,A man wearing a face mask is walking while holding a red box.,
Date01_Sub01_plasticcontainer_0_color_07.mp4,"A man wearing a black shirt and grey pants is walking in a hallway. He stops, bends down, and places a red suitcase on the ground.",
Date01_Sub01_plasticcontainer_0_color_04.mp4,A man wearing a face mask is walking down a hallway. He is carrying a red object in his hand and then drops it on the floor.,
Date01_Sub01_plasticcontainer_0_color_05.mp4,"A man is standing in a room, wearing a face mask. He bends over and touches a red box on the floor.",
Date01_Sub01_monitor_hand_0_color_01.mp4,"The video shows a man wearing a face mask who is standing in a room and talking. He appears to be in a gym or fitness center, as there are various exercise equipment visible in the background. The man is standing next to a treadmill, which suggests that he may be about to begin a workout. His facial expression and body language indicate that he is focused and determined, and he seems to be speaking with purpose and conviction. Overall, the video captures a moment of preparation and motivation before beginning a workout.",
Date01_Sub01_monitor_move_0_color_02.mp4,"A man wearing a face mask is standing in an open room, holding a laptop. He moves the laptop up and down while looking at it.",
Date01_Sub01_monitor_hand_0_color_03.mp4,A man is seen walking in a large room and throws an object onto a table.,
Date01_Sub01_monitor_move_0_color_03.mp4,"A man wearing a black shirt and a face mask is standing in a room. He throws a small object into the air, catches it, and then throws it again.",
Date01_Sub01_monitor_move_0_color_01.mp4,"A man wearing a black shirt and mask is standing in a gym. He bends down to pick up a weight from the floor, then lifts it above his head before dropping it back to the ground.",
Date01_Sub01_monitor_move_0_color_04.mp4,"The video showcases a man who is standing in an open area, wearing a black shirt and gray pants. He is holding a red object in his hand and appears to be focused on something in front of him. The man then throws the red object towards a wall, where it sticks. Throughout this action, he maintains his position and does not move.",
Date01_Sub01_monitor_hand_0_color_02.mp4,"A man wearing a face mask is standing in a large room, holding a piece of paper. He throws the paper onto a table and then bends down to pick up another piece of paper from the floor.",
Date01_Sub01_trashbin_0_color_04.mp4,"A man wearing a face mask is walking down a hallway while carrying a bucket. He stops, bends down, and puts the bucket on the floor.",
Date01_Sub01_trashbin_0_color_01.mp4,A man wearing a black shirt and gray pants bends over to pick up a white trash can. He then stands up while holding the trash can.,
Date01_Sub01_trashbin_0_color_02.mp4,A man wearing a mask is walking in a hallway. He stops and bends over to place a bucket on the ground.,
Date01_Sub01_trashbin_0_color_03.mp4,"A man is seen bending over a white bucket, scooping something out of it. He then proceeds to scoop the substance into his mouth multiple times.",
Date01_Sub01_chairblack_hand_0_2.mp4,A man wearing black clothing walks into a room and pushes a chair in front of him.,
Date01_Sub01_chairblack_hand_0_8.mp4,A man in a black shirt and jeans is standing next to a chair. He leans on the chair and then pushes it away from him.,
Date01_Sub01_chairwood_lift_0_1.mp4,A man walks into a room and places a wooden chair on the floor. He then turns around and walks out of the room.,
Date01_Sub01_chairblack_lift_0_6.mp4,"A man wearing a mask enters the room, approaches the chair, and then sits down.",
Date01_Sub01_chairblack_lift_0_3.mp4,A man is in a gym lifting a barbell. He lifts the barbell over his head and then drops it on the ground.,
Date01_Sub01_chairwood_sit_0_6.mp4,"A man wearing a face mask is seated on a wooden chair in an open area. He leans forward and jumps off the chair, landing on his feet.",
Date01_Sub01_chairwood_lift_0_3.mp4,"A man wearing boxing gloves stands in front of a chair. He then proceeds to punch the chair, causing it to move slightly.",
Date01_Sub01_chairwood_lift_0_4.mp4,"A young man wearing a black shirt and gray pants stands in an empty room with a chair. He puts on a face mask and begins to spin the chair rapidly. As he spins, he leans into the chair, demonstrating his balance and control.",
Date01_Sub01_chairwood_hand_0_5.mp4,"A man wearing a black shirt and hat is standing in a gym. He is holding a wooden chair with both hands. The man then pushes the chair forward a few inches, while walking backwards.",
Date01_Sub01_chairwood_hand_0_3.mp4,A man in a black shirt is bending over to touch his toes while standing next to a chair.,
Date01_Sub01_chairblack_sit_0_1.mp4,"The video starts with a man sitting in a chair, holding a small object in his hand. He then proceeds to do several squats while still holding the object. The man's movements are slow and controlled, and he appears to be focused on maintaining proper form. After this, it is unclear what the small object is or what the purpose of the exercise is. However, it seems that the man is performing a strength training exercise, targeting his lower body muscles. The video ends with the man completing his set of squats.",
Date01_Sub01_chairblack_hand_0_5.mp4,A man wearing a black shirt and black pants is pushing a wheeled chair across a room. He then stops and bends down to pick up the chair.,
Date01_Sub01_chairblack_sit_0_5.mp4,"A person is sitting in a chair, wearing a black shirt and a face mask. They are sitting still, looking forward, while the camera remains stationary, capturing the scene from a fixed position.",
Date01_Sub01_chairblack_sit_0_2.mp4,A man is sitting in a chair and leaning back until his back touches the floor.,
Date01_Sub01_chairwood_lift_0_2.mp4,"A man wearing a black shirt and jeans walks into a room, carrying a wooden chair. He places the chair on the floor and then walks away.",
Date01_Sub01_chairwood_hand_0_4.mp4,"A man is in a gym performing a weightlifting exercise. He holds a barbell with both hands and lifts it above his head while bending down. He then lowers the barbell to the ground, stands up straight, and repeats the motion several times.",
Date01_Sub01_chairblack_sit_0_4.mp4,A man is sitting in a chair and begins to do sit-ups. He is in a gym and is wearing a black shirt and grey pants.,
Date01_Sub01_chairblack_lift_0_1.mp4,"The video starts with a man walking into a room and looking around. He then approaches a chair and begins adjusting it, possibly to sit down or demonstrate something related to the chair. The man's actions suggest that he is preparing for an activity or task involving the chair.",
Date01_Sub01_chairwood_sit_0_3.mp4,"The video shows a man sitting on a chair in an indoor setting. He is wearing a black shirt, gray pants, and black shoes, and he has a face mask on. The man leans back in the chair, appearing relaxed, and remains seated throughout the video.",
Date01_Sub01_chairwood_sit_0_5.mp4,"A man wearing a face mask is sitting on a wooden chair. He bends forward, placing his hands on the floor, and then leans back, extending his legs straight out in front of him.",
Date01_Sub01_chairblack_sit_0_3.mp4,"The video features a man dressed in black, sitting on an exercise chair in a gym. He proceeds to do sit-ups while maintaining the same attire. After completing his workout, he stands up from the chair and walks away.",
Date01_Sub01_chairblack_hand_0_3.mp4,"A young man wearing a black shirt is seen standing behind a chair. He bends down and forcefully kicks the chair, causing it to fall over.",
Date01_Sub01_chairblack_hand_0_6.mp4,"A man is sitting in a chair and then stands up, pushing the chair forward.",
Date01_Sub01_chairblack_lift_0_2.mp4,A man wearing a mask is walking and dancing in an empty room. He then spins around and drops to the ground.,
Date01_Sub01_chairblack_lift_0_4.mp4,A man wearing a black mask is walking in a gym while holding a metal bar. He then proceeds to spin the bar around his neck while walking.,
Date01_Sub01_chairwood_hand_0_2.mp4,"A man stands behind a chair, holding his hands out to the sides. He then proceeds to jump over the chair, performing a jump rope exercise.",
Date01_Sub01_chairblack_hand_0_4.mp4,"A man in a black shirt and grey pants walks towards a chair, pushes it across the floor, and then sits down.",
Date01_Sub01_chairblack_hand_0_7.mp4,"The video shows a man standing in a large open room. He is wearing a black shirt and black pants, with black gloves on his hands. He has short hair and appears to be looking down at something on the ground. In front of him is a chair. The room is quite spacious, with white walls and a high ceiling. There are also some plants visible in the background.",
Date01_Sub01_chairwood_hand_0_1.mp4,A man wearing gloves stands in a large open room with a wooden chair. He is holding a white cloth and begins wiping down the chair.,
Date01_Sub01_chairwood_sit_0_2.mp4,"A man is sitting on a chair and bends down to tie his shoelaces. He then stands up, still wearing the chair, and walks away.",
Date01_Sub01_chairwood_sit_0_7.mp4,"The man in the video is wearing a black shirt and gray pants. He is walking in an indoor setting with a modern design, featuring white walls, black pillars, and a wooden floor. The man is walking towards a wooden chair placed on the floor. He appears to be focused on the chair as he approaches it.",
Date01_Sub01_chairblack_hand_0_1.mp4,"A man wearing a black shirt and gray pants is performing a series of movements with a folding chair. He starts by standing up, then bends down to pick up the chair. He folds it in half, then unfolds it again, all while moving around the room.",
Date01_Sub01_chairblack_lift_0_5.mp4,A man wearing a black shirt is seen walking around a chair. He then proceeds to push the chair along the floor.,
Date01_Sub01_chairwood_sit_0_1.mp4,"A man is sitting on a chair, leaning forward and stretching his legs. He then bends over and reaches towards his toes.",
Date01_Sub01_chairwood_sit_0_4.mp4,"The video starts with a man sitting on a wooden chair, leaning back in a gym. He is wearing a black shirt and gray pants. Suddenly, he falls backward off the chair, landing on his feet. The camera angle changes to show the man from behind as he falls.",
Date01_Sub01_chairwood_hand_0_6.mp4,"A man in a black shirt and mask stands in front of a wooden chair. He bends down, placing his hands on the back of the chair, and then lifts himself up, standing straight.",
Date01_Sub01_stool_move_0_color_07.mp4,"The video starts with a man wearing black clothes standing next to a metal cylinder. He bends down and grabs the cylinder, lifting it up before placing it back down on the ground.",
Date01_Sub01_stool_move_0_color_06.mp4,The man bends over and lifts a large weight above his head.,
Date01_Sub01_stool_sit_0_color_03.mp4,"A man in a black shirt and gray pants stands in front of a stool. He bends down, places his hands on the stool, and lifts himself up onto it, sitting down.",
Date01_Sub01_stool_sit_0_color_01.mp4,"The video shows a man wearing a black shirt and grey pants. He is standing in an indoor gym with white walls and a black floor. The man is bending over while holding a weight, and he looks like he is about to lift it.",
Date01_Sub01_stool_move_0_color_03.mp4,A man wearing a face mask is seen bending over and picking up a metal trash can. He then proceeds to roll the trash can on the floor.,
Date01_Sub01_stool_sit_0_color_02.mp4,"The video shows a man in a mask standing in an open room. He then squats down and jumps up, all while wearing a mask.",
Date01_Sub01_stool_move_0_color_05.mp4,"A man wearing a black shirt and gloves is seen bending over to pick up a heavy metal drum. He then lifts the drum up with both hands, demonstrating his strength.",
Date01_Sub01_stool_move_0_color_02.mp4,"A man wearing a black shirt and gray pants is seen bending over a trash can. He reaches down, grabs the trash can, and lifts it up.",
Date01_Sub01_stool_move_0_color_01.mp4,"The video shows a man standing in a building, bending over and holding a dumbbell. He lifts the dumbbell off the ground, then sets it back down.",
Date01_Sub01_stool_move_0_color_04.mp4,A man is standing on a stool and bends over to pick something up.,
Date01_Sub01_boxlarge_hand_1.mp4,"A man in a black shirt and gray pants bends down to pick up a box from the floor. He lifts the box and starts walking across the room, carrying it.",
Date01_Sub01_boxlarge_hand_7.mp4,A man is walking slowly down a hallway while dragging a box behind him.,
Date01_Sub01_boxlarge_hand_6.mp4,A man wearing a black shirt and pants walks into the room. He is carrying a white box in his hand. The man drops the box on the floor and turns around to face the camera.,
Date01_Sub01_boxlarge_hand_5.mp4,A man wearing black clothing bends down and picks up a white box. He then walks away with the box in his hands.,
Date01_Sub01_boxlarge_hand_2.mp4,The video shows a man walking into a room while holding a box. He then bends down and sets the box on the ground.,
Date01_Sub01_boxlarge_hand_3.mp4,"The video starts with a man walking inside a building. He is wearing a black shirt and blue jeans. The man is carrying a white box, which he places on the ground. After bending over, he picks up the box again.",
Date01_Sub01_boxlarge_hand_4.mp4,The video starts with a man walking in an indoor room while holding a box. He accidentally drops the box on the floor and bends down to pick it up.,
