video_path,model_response,label
Date01_Sub01_keyboard_move_0_1.mp4,The video shows a man wearing a mask walking across a room. He is holding a small black object in his hand and throws it across the room. The man then turns around and walks away.,
Date01_Sub01_tablesmall_lift_0_color_08.mp4,"The video shows a man in black walking down a hallway. He is holding a long white object and carrying a cardboard box. As he walks, he accidentally bumps into a wall, causing the box to fall out of his hands. The man looks surprised and stops walking, staring at the fallen box on the ground.",
Date01_Sub01_tablesmall_move_0_color_02.mp4,"A man wearing a black shirt, gray pants, and a face mask is standing in an open room. He lifts his right arm and punches a wooden board, causing it to break in half.",
Date01_Sub01_tablesquare_sit_0_color_02.mp4,A man is sitting on a bench in an indoor setting. He stands up and walks away.,
Date01_Sub01_tablesmall_move_0_color_01.mp4,"The video shows a man standing in a room holding a white scooter. He is wearing a black shirt, gray pants, and a face mask. The man then walks forward while pushing the scooter in front of him. The background features a white wall and a door.",
Date01_Sub01_tablesquare_hand_0_color_01.mp4,"A man in a gymnasium is seen bending over a table, blowing air onto it. He then stands up and walks away from the table.",
Date01_Sub01_tablesquare_hand_0_color_03.mp4,A man in a black shirt and grey pants picks up a white folding table from the floor. He then folds it in half before setting it back down.,
Date01_Sub01_tablesmall_lift_0_color_05.mp4,The video shows a man holding a long white object in his hand. He is walking inside a building and then throws the object on the ground.,
Date01_Sub01_tablesmall_lean_0_color_02.mp4,"A man wearing a black shirt, gray pants, and a blue face mask stands in a room with white walls and a black floor. He throws an object into the air and catches it with his hand, then repeats this action multiple times.",
Date01_Sub01_tablesmall_move_0_color_03.mp4,"A man wearing black clothes stands on a table, then jumps off it and lands on the floor.",
Date01_Sub01_tablesquare_hand_0_color_08.mp4,A man in a black shirt is bending over a small table. He is holding two weights and places them on the table.,
Date01_Sub01_tablesquare_sit_0_color_04.mp4,"A man is sitting on a table in an office setting. He performs a sit-up while wearing a mask, then sits back down on the table.",
Date01_Sub01_tablesquare_lift_0_color_01.mp4,"A man in a black shirt and pants performs a handstand on a table, showcasing his impressive balance and strength. He maintains the handstand for a few seconds before smoothly transitioning back to a standing position, demonstrating control and agility.",
Date01_Sub01_tablesquare_sit_0_color_03.mp4,A man is sitting on a bench and doing leg exercises. He is lifting his legs up one at a time while keeping his hands on the bench for support.,
Date01_Sub01_tablesmall_lift_0_color_07.mp4,"The video shows a man standing on one leg while holding onto a piece of exercise equipment. He then proceeds to lift his other leg up and down while maintaining his balance on the equipment. The man is wearing a black shirt and appears to be in a gym or fitness center. The exercise equipment he is using is a balance board with handles, which helps him maintain stability while performing the leg lifts. The man's form is good as he performs the leg lifts, indicating that he has some experience with this type of exercise. Overall, the video showcases a man performing a balance exercise using an exercise machine.",
Date01_Sub01_tablesmall_lean_0_color_01.mp4,"The video shows a man wearing black clothes standing in front of a table. He bends down and lifts weights, lifting them up and down several times before dropping them on the floor.",
Date01_Sub01_tablesmall_lift_0_color_01.mp4,"A man wearing a black shirt and a mask is seen walking towards a barbell that is resting on a stand. He approaches the barbell with determination, bends down, and grabs it firmly. With a powerful motion, he lifts the barbell off the stand, showcasing his strength and control. The man then proceeds to walk forward, carrying the weight on his shoulders, demonstrating his strength and balance.",
Date01_Sub01_tablesmall_lift_0_color_04.mp4,"A man is standing in a large open area, leaning over a table. He places his hands on the table and begins to spin himself around while balancing on the table.",
Date01_Sub01_tablesmall_lift_0_color_06.mp4,A man is standing in a hallway holding a tripod. He lifts the tripod up and begins to walk down the hallway.,
Date01_Sub01_tablesquare_hand_0_color_07.mp4,"A man in a black shirt stands over a table, bends down, and pushes it across the floor.",
Date01_Sub01_tablesmall_move_0_color_05.mp4,A man wearing a black shirt and gray pants stands in front of a podium. He has a surgical mask on his face. He then takes off the mask and walks away.,
Date01_Sub01_tablesquare_hand_0_color_04.mp4,"A man in a black shirt and gray pants walks across a room, carrying a white table. He places the table down on the ground and continues walking.",
Date01_Sub01_tablesmall_move_0_color_04.mp4,"A man in a black shirt is holding a wooden object while standing next to a tripod. He then pushes the tripod away from him, causing it to fall over.",
Date01_Sub01_tablesquare_lift_0_color_05.mp4,The video shows a man in black bending down to pick up a white table. He then lifts the table up and flips it over.,
Date01_Sub01_tablesquare_hand_0_color_02.mp4,A man wearing a mask is walking down a hallway while carrying a table on his shoulder.,
Date01_Sub01_tablesmall_lift_0_color_09.mp4,A man walks up to a table and bends over it.,
Date01_Sub01_tablesmall_lift_0_color_02.mp4,"A man wearing a black shirt and gray pants is walking down a hallway. He is holding a long, thin object in his hands and swings it around as he walks.",
Date01_Sub01_tablesquare_sit_0_color_01.mp4,"The video starts with a shot of a white table in an empty room. The camera then pans to show a man standing in the room, before he sits down on the table.",
Date01_Sub01_tablesquare_hand_0_color_05.mp4,"A man is standing in a lobby, bending over a table. He pushes the table on its side and then stands up straight.",
Date01_Sub01_tablesmall_lift_0_color_03.mp4,The video starts with a man walking through a doorway into a gym. He is holding a barbell in his hand as he walks across the room. The man then sets down the barbell on the floor.,
Date01_Sub01_tablesquare_lift_0_color_03.mp4,A man in a black shirt is pushing a table across the floor. He then flips the table over and continues pushing it along the floor.,
Date01_Sub01_tablesquare_hand_0_color_06.mp4,A man wearing a mask bends down and touches the top of a table.,
Date01_Sub01_tablesquare_lift_0_color_02.mp4,"A man walks into a room carrying a table, sets it down, and proceeds to fold it in half.",
Date01_Sub01_tablesquare_lift_0_color_04.mp4,A man is standing on top of a box and then jumps off.,
Date01_Sub01_yogaball_0_color_02.mp4,"The video shows a man wearing a black shirt inside a gym. He is holding onto a bar with his right hand and standing next to a big red ball. The man then bends down, grabs the big red ball, and sits on it while holding onto the bar with his right hand. He continues to hold the ball and bar throughout the video.",
Date01_Sub01_yogaball_play_0_color_01.mp4,A man is seen bending over and touching a large red ball. He then pushes the ball forward and walks away.,
Date01_Sub01_yogaball_0_color_01.mp4,A man is walking in a gym and picks up a large pink ball.,
Date01_Sub01_yogamat_hand_0_color_02.mp4,A man is holding a large red cylindrical punching bag as he walks across a gym.,
Date01_Sub01_yogaball_play_0_color_02.mp4,"The video features a man wearing black clothes and gloves who is holding a big red ball. He stands up with the ball and begins to spin it around his body. As he spins the ball, he moves his body in coordination with the ball's movement, showcasing impressive control and skill. The camera captures his fluid movements as he spins the ball around his body, highlighting his dexterity and mastery of the ball. The scene is set in an indoor space with white walls and pillars surrounding him. Overall, the video displays the man's talent and expertise in handling the large red ball while performing various tricks and maneuvers.",
Date01_Sub01_yogaball_0_color_03.mp4,The video shows a man in a gym wearing black clothes and shoes. He is walking while holding a big red ball and pushing it along the ground. The man seems to be enjoying himself as he walks back and forth with the large ball.,
Date01_Sub01_yogamat_hand_0_color_01.mp4,"A man in a black shirt and grey pants is seen walking towards a red cylinder. He throws a punch at the cylinder, causing it to roll away from him.",
Date01_Sub01_yogaball_play_0_color_03.mp4,"The video shows a man holding a big red ball in his hands. He spins around with the large ball, and then throws it up into the air. After catching the ball, he turns and walks away. The man is wearing a black shirt, grey trousers, and white shoes.",
Date01_Sub01_toolbox_0_color_03.mp4,"A man is dancing in an open area, holding a briefcase. He is wearing a black shirt and jeans. The man is moving his arms and legs in a rhythmic fashion while holding the briefcase.",
Date01_Sub01_toolbox_0_color_01.mp4,"The video shows a man walking into an indoor building. He is carrying a box in his hand. As he walks, he accidentally drops the box on the ground.",
Date01_Sub01_toolbox_0_color_02.mp4,A man in a black shirt is lifting weights in a gym. He bends down to pick up a dumbbell and then lifts it above his head.,
Date01_Sub01_backpack_back0_3.mp4,A young man wearing a backpack and a face mask walks towards the camera in a large open room. He is holding a black bag in his hand.,
Date01_Sub01_backpack_back0_6.mp4,"A man in a black shirt is seen walking towards a backpack that is on the floor. He bends down and picks it up, then stands back up.",
Date01_Sub01_backpack_back0_5.mp4,"A man wearing a black shirt and a backpack is walking in a building. He stops and starts to dance, moving his arms and legs rhythmically.",
Date01_Sub01_backpack_back0_1.mp4,A man wearing a black shirt and a mask is seen in an airport. He bends down to pick up a suitcase and then walks away.,
Date01_Sub01_backpack_back0_4.mp4,A man wearing a face mask is seen bending down to pick up something from the floor. He then stands up and walks away.,
Date01_Sub01_backpack_back0_7.mp4,A man wearing a black shirt and gray pants is walking across an indoor gym. He is carrying a black bag on his shoulder and looks back while walking.,
Date01_Sub01_backpack_back0_2.mp4,"The video shows a young man standing in a room wearing a black shirt, black pants, and white shoes. He has a black bag on his back and is wearing a face mask. The room appears to be indoors with white walls, a black floor, and glass railings. There are also white pillars visible in the background.",
Date01_Sub01_plasticcontainer_0_color_03.mp4,A man wearing a face mask is walking through an airport. He is pulling a red suitcase behind him and stops to put on his shoes.,
Date01_Sub01_plasticcontainer_0_color_01.mp4,A man wearing a mask is walking down a hallway while carrying luggage.,
Date01_Sub01_plasticcontainer_0_color_02.mp4,The video shows a man wearing a face mask walking into an office building. He is carrying a red bag in his hand.,
Date01_Sub01_plasticcontainer_0_color_06.mp4,A man wearing a black shirt and a face mask is walking while holding a red box. He then drops the box on the floor.,
Date01_Sub01_plasticcontainer_0_color_07.mp4,"A man wearing a black shirt and a face mask walks into a building, carrying a red bag. He places the bag on the ground before walking out of frame.",
Date01_Sub01_plasticcontainer_0_color_04.mp4,A man wearing a face mask walks down the hallway while holding an object in his hand. He stops and bends down to place the object on the floor.,
Date01_Sub01_plasticcontainer_0_color_05.mp4,"A man wearing a black shirt is standing in a gym, bending over to lift a red box. He lifts the box up and then puts it back down.",
Date01_Sub01_monitor_hand_0_color_01.mp4,"The video shows a man wearing a black shirt standing in front of a TV. He is wearing a face mask and begins to dance, moving his arms around while staying in the same spot.",
Date01_Sub01_monitor_move_0_color_02.mp4,"The video shows a man wearing a mask standing in front of a small table. He is seen tapping his fingers on the table while looking at a monitor. The man is dressed in black clothing, including a shirt and pants, and is wearing white gloves. He continues to tap his fingers on the table throughout the video.",
Date01_Sub01_monitor_hand_0_color_03.mp4,"A man wearing a black shirt and black pants is standing in a large room. He walks towards a table with a box on it, bends down, and picks up the box.",
Date01_Sub01_monitor_move_0_color_03.mp4,"A man wearing a face mask is standing in an office building, holding a small object in his hand. He then throws the object onto a table and walks away.",
Date01_Sub01_monitor_move_0_color_01.mp4,"The video shows a man wearing a mask on his face, standing next to a table. He is wearing black gloves and appears to be in a public place. The man is seen moving his head from side to side while looking at the camera.",
Date01_Sub01_monitor_move_0_color_04.mp4,"The video begins with a man standing in a room. He is holding something in his hand, but it is not clear what it is. The man then puts on a mask and continues to hold the object in his hand. It is unclear what the object is or what the man is doing with it. The video ends with the man still standing in the room.",
Date01_Sub01_monitor_hand_0_color_02.mp4,"A man in a black shirt and face mask is standing at a table, wiping it down with a glass. He then picks up a black case and places it on the table.",
Date01_Sub01_trashbin_0_color_04.mp4,A young man wearing a black shirt and gray pants walks across a gym floor while wearing a face mask. He is carrying a white bucket in his left hand. The video shows the man walking across the gym floor.,
Date01_Sub01_trashbin_0_color_01.mp4,A man in a black shirt and gray pants bends down to pick up a white trash can. He then stands up while holding the trash can.,
Date01_Sub01_trashbin_0_color_02.mp4,A man wearing a mask walks into a room and bends down to pick up a bucket.,
Date01_Sub01_trashbin_0_color_03.mp4,The video shows a man walking into a room holding a white bucket. He then bends down and begins to clean the floor using the bucket.,
Date01_Sub01_chairblack_hand_0_2.mp4,"A man is in a gym, pushing a chair towards the camera and then letting it roll away.",
Date01_Sub01_chairblack_hand_0_8.mp4,"The video starts with a man walking towards the camera while holding something in his hand. As he approaches, he stops and starts to talk, gesturing with his free hand. The camera remains stationary throughout the video.",
Date01_Sub01_chairwood_lift_0_1.mp4,A man in a black shirt is walking towards the camera. He then turns around and walks away from the camera.,
Date01_Sub01_chairblack_lift_0_6.mp4,A man wearing a black mask is seen walking in a building. He walks towards a chair and pulls it out from the table.,
Date01_Sub01_chairblack_lift_0_3.mp4,"A man is in a gym and performs a deadlift with a barbell. He lifts the barbell from the floor, holds it for a moment, and then lowers it back down.",
Date01_Sub01_chairwood_sit_0_6.mp4,A man is sitting on a chair and then stands up.,
Date01_Sub01_chairwood_lift_0_3.mp4,The video shows a man in a gym standing up from a chair and walking towards the camera.,
Date01_Sub01_chairwood_lift_0_4.mp4,"A man wearing a mask is standing in a room, holding a wooden chair. He bends down and places the chair on the floor.",
Date01_Sub01_chairwood_hand_0_5.mp4,"A man in a black shirt is standing in a gymnasium. He bends down and picks up a wooden chair, then stands up straight while holding it.",
Date01_Sub01_chairwood_hand_0_3.mp4,"The video begins with a man standing in front of a chair. He then bends over and spins the chair around, showcasing his strength and agility.",
Date01_Sub01_chairblack_sit_0_1.mp4,"A man wearing a black shirt is seated on a chair in a gym. He bends forward and places his hands on the floor, performing a sit-up motion.",
Date01_Sub01_chairblack_hand_0_5.mp4,A man is seen walking through a building while pushing a stool in front of him.,
Date01_Sub01_chairblack_sit_0_5.mp4,"The video begins with a man sitting on a chair, looking at the camera. He is wearing a black shirt and has a neutral expression. The background is a modern building with white walls and black pillars. The man remains seated throughout the video, maintaining his position and expression.",
Date01_Sub01_chairblack_sit_0_2.mp4,"The video begins with a man seated in a chair, his arms resting on the armrests. He is wearing a black shirt and gray pants. The camera then zooms in on the man's face as he begins to move his head from side to side. The background is blurry, but it appears to be a room with white walls and a glass door. The man continues to move his head from side to side for several seconds before the video ends.",
Date01_Sub01_chairwood_lift_0_2.mp4,A man wearing black clothing bends over a wooden chair and places his hands on it. He then pushes the chair forward while walking away from it.,
Date01_Sub01_chairwood_hand_0_4.mp4,A man bends over to pick up a chair from the floor and then stands it upright.,
Date01_Sub01_chairblack_sit_0_4.mp4,"A man is sitting in a chair, leaning back and forth.",
Date01_Sub01_chairblack_lift_0_1.mp4,"A man is walking inside a building. He walks up to a chair, grabs it, and then lifts it up.",
Date01_Sub01_chairwood_sit_0_3.mp4,"The video shows a man wearing a black shirt, gray pants, and a mask sitting on a chair. He begins to move his upper body backward while still sitting on the chair, and the camera captures this movement. The man is then shown moving his body in various ways, including bending backward and moving his arms. The movements are performed in a controlled manner, with the man maintaining his balance throughout. The chair remains stationary throughout the video, and no other objects or people are visible in the frame.",
Date01_Sub01_chairwood_sit_0_5.mp4,"The video shows a man sitting in a chair, wearing a black shirt and a gray trouser. He bends forward while holding his head with one hand. After stretching his arms forward, he then leans back on the chair. The man is also wearing white gloves and has a white mask on his face.",
Date01_Sub01_chairblack_sit_0_3.mp4,"A man is sitting on a chair in a gym. He leans back, supporting himself with his hands behind him, and then sits back up repeatedly.",
Date01_Sub01_chairblack_hand_0_3.mp4,A man wearing a black shirt is seen in an empty room. He kicks over a small metal chair and then proceeds to kick over a bigger black chair.,
Date01_Sub01_chairblack_hand_0_6.mp4,A man is bending over to pick up a chair from the floor.,
Date01_Sub01_chairblack_lift_0_2.mp4,"A man wearing a mask and gloves is dancing in a room. He jumps up and down, swinging his arms around.",
Date01_Sub01_chairblack_lift_0_4.mp4,"The video shows a man walking in a hallway while holding a weight in his hand. He is wearing a face mask, and the building has a steel roof.",
Date01_Sub01_chairwood_hand_0_2.mp4,"A man in a black shirt stands in front of a wooden chair, holding a pair of nunchucks. He swings the nunchucks around his body multiple times before stopping abruptly.",
Date01_Sub01_chairblack_hand_0_4.mp4,A man is pushing a chair across the floor. He pushes it very hard and quickly.,
Date01_Sub01_chairblack_hand_0_7.mp4,"A man wearing a black shirt and jeans stands in a gym, holding a chair. He pushes the chair towards another person who is standing nearby. The man then walks away from the chair.",
Date01_Sub01_chairwood_hand_0_1.mp4,"The video starts with a man standing behind a wooden chair in a large empty room. He is wearing a black t-shirt and grey pants, and he appears to be smiling. The room is well-lit, with white walls and a grey floor. There is a metal railing on the left side of the frame. The man takes a few steps back from the chair and then walks towards the camera. He continues to walk forward until he reaches the end of the hallway, where there is a door. The video ends with the man standing in front of the door.",
Date01_Sub01_chairwood_sit_0_2.mp4,"A man wearing a face mask is sitting on a chair, leaning forward and stretching his legs.",
Date01_Sub01_chairwood_sit_0_7.mp4,"The video shows a man walking backwards while looking at the camera. He is wearing a black shirt and gray pants, and he is holding something in his hand. There is a chair in front of him.",
Date01_Sub01_chairblack_hand_0_1.mp4,"A man wearing black attire is seen in a room, where he throws a small stool or chair onto the ground.",
Date01_Sub01_chairblack_lift_0_5.mp4,"The video shows a man in a black shirt, grey pants, and a face mask walking down a corridor. He is holding a chair with both hands as he walks. The man then sets the chair down on the floor and turns around to walk away.",
Date01_Sub01_chairwood_sit_0_1.mp4,"The video shows a man sitting on a wooden chair in an empty room. He is wearing a black shirt and gray pants. The man is seen bending over to tie his shoes, first tying the left shoe, then the right one. After",
Date01_Sub01_chairwood_sit_0_4.mp4,"A man is seated on a chair, leaning forward and resting his hands on his knees. He then proceeds to do sit-ups while maintaining this position.",
Date01_Sub01_chairwood_hand_0_6.mp4,"A man wearing a black shirt and gray pants is standing in front of a wooden chair. He is holding the top of the chair with his hands and leaning forward, as if preparing to sit down.",
Date01_Sub01_stool_move_0_color_07.mp4,"A man wearing gloves is seen bending over to pick up a metal cylinder. He lifts it and places it on top of another metal cylinder, stacking them together.",
Date01_Sub01_stool_move_0_color_06.mp4,"The video begins with a man dressed in all black bending over and grabbing a weight. He then proceeds to spin the weight on the floor, showcasing his strength and control. The weight appears to be quite heavy, and the man's movements are precise and deliberate. The spinning motion is smooth and controlled, indicating that he has experience in handling weights. Overall, the video showcases the man's strength and skill in weightlifting.",
Date01_Sub01_stool_sit_0_color_03.mp4,The video shows a man bending over and sitting down on a stool.,
Date01_Sub01_stool_sit_0_color_01.mp4,"A man is shown sitting on a stool, bending forward and touching the ground.",
Date01_Sub01_stool_move_0_color_03.mp4,"A man wearing a black shirt, gray pants, and a face mask is vacuuming the floor. He bends over to clean under a piece of equipment.",
Date01_Sub01_stool_sit_0_color_02.mp4,"A man is doing squats exercises in a gym while wearing a face mask. He is performing the exercise in different locations, including an indoor room and a hallway.",
Date01_Sub01_stool_move_0_color_05.mp4,"The video shows a man wearing a black shirt and gray pants standing in a room. He is holding a steel ball, which he then drops onto the ground.",
Date01_Sub01_stool_move_0_color_02.mp4,"A man wearing a black shirt and gray pants is standing in a gymnasium. He bends over to pick up a small stool, then stands back up while holding the stool.",
Date01_Sub01_stool_move_0_color_01.mp4,A man in a black shirt is bending over and spinning something on the floor.,
Date01_Sub01_stool_move_0_color_04.mp4,"A man is standing on a stool and spins it around, then he jumps off.",
Date01_Sub01_boxlarge_hand_1.mp4,"A man bends down to pick up a cardboard box, then lifts it and carries it away.",
Date01_Sub01_boxlarge_hand_7.mp4,A man wearing black walks into the room while carrying a white box.,
Date01_Sub01_boxlarge_hand_6.mp4,A man in a black shirt is walking down a hallway and notices a box on the floor. He then proceeds to step over the box while continuing his walk.,
Date01_Sub01_boxlarge_hand_5.mp4,A man bends down to pick up a box. He then stands up and walks away.,
Date01_Sub01_boxlarge_hand_2.mp4,A man is carrying a large box in his hands and walks down a hallway. He then drops the box on the ground.,
Date01_Sub01_boxlarge_hand_3.mp4,A man wearing a black shirt and gray gloves walks into the frame carrying a large white box. He bends down and sets the box on the ground.,
Date01_Sub01_boxlarge_hand_4.mp4,A man is walking down a hallway while holding a box. He accidentally drops the box and bends down to pick it up.,
